Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Seychelles,SYC,5265.4965563208,5290.927228958,6051.9864607058,6517.8146285132,6580.3341840669,6748.9311088589,6583.2010181329,7280.9896211786,7715.9181470934,7747.6121587207,7578.8510529885,7663.1370802645,8333.5513521527,8523.0050246662,10173.5748760331,11086.8908871587,12014.3998729502,12155.6282670726,11123.0554136275,9707.2942418077,10805.0606310062,12189.0069471478,12844.858534807,15695.6146128732,15564.641970499
Syrian Arab Republic,SYR,988.5223251502,1012.8148495241,1005.1098091477,1010.0533641824,726.0599561367,795.1951440303,935.7604033876,957.3172087464,976.3661340347,993.8297409344,1181.7192018568,1263.8858592762,1269.7292082569,1261.4260900714,1419.5933792267,1591.5301924123,1779.8210492615,2079.9878638072,0,0,0,0,0,0,0
Turks and Caicos Islands,TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,291.8091873535,305.1655082734,296.3458445088,223.1712788038,174.1945723441,206.5117899469,221.9471768844,206.1195660164,224.8400976006,190.8154105771,166.0080154854,197.3022751086,220.7953519205,292.5815827791,454.6552833847,660.181556792,712.0468098181,801.4016003545,929.2796449216,803.9143523454,895.8779958515,988.4431597942,972.6793451102,985.0952473329,1024.6684517087
Togo,TGO,430.0112300278,412.2352457755,424.9015675758,302.2241022157,235.0388475454,305.6245277113,333.591616719,332.6223323798,343.2228479459,331.9725731461,265.5016597187,266.1345687339,286.7580815726,316.7920686669,356.8308035157,379.1809289005,384.2885556203,428.401561824,522.6250070104,508.5405257239,496.4824942028,572.0257032225,580.4950617702,626.1728645396,635.0442676625
Thailand,THA,1508.2879094326,1716.610348218,1929.533107572,2213.1693791403,2497.8982854463,2856.2463916131,3056.7526455245,2480.4760908313,1855.9003833517,2043.9058322435,2016.0410146674,1896.9710034483,2093.9792064194,2349.3845256654,2643.4789348754,2874.3862741776,3351.117632864,3962.7504988544,4384.7826751575,4231.1403677813,5111.9092022292,5539.494368104,5917.9179338712,6229.1728857768,5977.3805871146
Tajikistan,TJK,496.3664537407,468.0240177313,345.6771837102,293.1731153901,236.0452888656,212.9067852908,178.0711659271,155.2766172529,219.5706981329,178.297489732,139.109141559,171.8128850307,190.6049112365,237.8931931401,311.4241128076,339.7680767704,407.2526116501,523.9476512209,711.5036298706,671.5440088405,744.1898921654,841.2198703744,962.4391248535,1048.6595689165,1114.007483342
Turkmenistan,TKM,881.1523545623,847.5417199954,824.4621526374,796.415844463,625.3476020471,592.6987852737,557.5104489679,565.0576696878,592.8360327931,550.7870248861,645.2771014697,776.5722303828,969.970033453,1286.0142612496,1455.9360495076,1706.9567263925,2140.4554721672,2606.74197588,3918.9349267872,4059.9615110208,4392.7195833075,5724.5371023111,6797.7211660283,7826.7736068822,9031.5115696978
Timor-Leste,TLS,0,0,0,0,0,0,0,0,0,0,434.3797399623,522.0315806008,496.1797511726,487.394976066,484.0884489848,501.4292264816,464.8351692482,551.7205984244,673.374537904,780.2611108514,875.8365692713,1015.7159279966,1127.1082145736,1117.7312513082,1169.0387069788
Tonga,TON,1193.4990497037,1387.1520759555,1436.4373728013,1449.6701041857,2025.2925755026,2112.307083473,2283.1905722438,2197.9065190077,1946.490992284,1998.701221736,1926.7325017765,1697.004072282,1836.2904043925,2089.2170426926,2357.1464744496,2565.3857989036,2837.0754715674,2932.9627581571,3307.2823932108,3106.9023755777,3557.737183665,4226.6927465329,4364.3092442221,4117.3414355137,4113.9934930679
Trinidad and Tobago,TTO,4147.6253453627,4230.6437383402,4297.7075628948,3681.5045209436,3956.8049147419,4246.369007101,4577.0538248554,4551.3635281562,4786.9177867988,5383.5143356595,6431.0051053796,6935.6798802509,7049.6100614584,8804.5186659639,10290.463417775,12323.1381956491,14095.985958125,16530.2407920646,21188.0943905595,14508.7898106726,15840.4072608684,18287.4024741111,18322.323800986,20217.0783323043,21323.754712196
Tunisia,TUN,1507.2314556336,1571.8283533331,1825.3791323565,1704.2237577848,1779.3076731824,2012.9362656259,2154.9869391604,2251.3928995886,2336.0839431519,2426.3883627262,2247.9129946709,2286.5004602293,2373.8364775758,2790.0043682329,3139.5372016316,3217.9686462827,3394.4289798689,3805.1529373017,4342.8231773031,4162.5096689683,4176.6114614713,4298.0916974907,4187.5435305176,4309.9916250344,4420.6984351606
Turkey,TUR,2790.5804865914,2732.2742234976,2839.2028449876,3177.1790770863,2268.5812345217,2896.0906035173,3052.4981188453,3143.2645993267,4389.7245739268,4009.1338958127,4215.1624131722,3053.8651078691,3570.546263413,4586.8112031587,5855.5386598391,7117.2332413219,7727.2724045373,9309.5094822381,10382.3181685446,8623.949625376,10111.5177086398,10584.1639636414,10646.0355326161,10975.0749291962,10515.007820334
Tuvalu,TUV,980.0917634531,1034.1749243901,1070.262949971,1052.8011495057,1184.9387145217,1194.9365465225,1331.5198796264,1366.0027936087,1366.7672800826,1460.0703617403,1458.9494204424,1393.3327913255,1621.3335826602,1901.03347628,2232.6025174837,2252.8928856322,2353.3560877295,2768.3709573206,3094.628091723,2763.1603053785,3238.3757627391,3993.5002543023,4044.1937802249,3880.3523216754,3826.9029012988
Tanzania,TZA,172.0542157802,193.7955590255,173.992083732,155.7450589109,159.8575007863,180.8117083433,217.4827593557,250.7355217393,297.5122397683,301.2004871348,308.4062815928,306.2399924491,310.2072765085,325.5507737197,348.0523712928,446.1578939985,475.9087651134,533.1723966894,657.7287433576,665.3440028681,708.5219323254,740.3839008298,827.5288807691,910.3792326816,955.1413113922
Uganda,UGA,247.6017114039,184.8133287163,153.862300071,167.9265898024,201.6258306423,281.9687577715,287.2701337634,289.1826001854,294.7965827231,260.5085666806,260.6844737034,238.0510658865,243.6746248567,241.6948011189,292.8430150351,321.4357613738,342.8372639836,409.8703260132,459.1097759001,557.5235956058,608.8130238573,591.4386238158,656.3980727493,674.3416307157,714.5673454013
Ukraine,UKR,1569.7394334098,1489.6896345266,1417.8688049345,1258.1363325174,1011.9864298009,935.9852577,872.7091664133,991.2301315262,835.260327409,635.7727284919,635.7128466637,780.7380243251,879.4750486228,1048.5224879076,1367.3524333363,1828.717625766,2303.0188309318,3068.608997997,3891.0378231821,2545.4803410735,2973.9964807156,3569.7570274048,3855.4212801318,4029.7155037213,3082.4614470702
Upper middle income,UMC,1054.062078521,1160.52189487,1109.3640676792,1232.2464580788,1368.6832298246,1542.003943435,1687.5135402991,1775.5027584542,1785.6641333896,1696.7541172463,1835.2678764965,1825.0915647829,1892.2939083488,2093.6802672552,2445.706033377,2890.875776028,3372.3898428937,4129.5247426549,4962.8454937108,4892.7880802235,5860.3417275817,6924.4931144688,7324.642781229,7782.9148378987,8030.3310439836
Uruguay,URY,2989.9930949008,3577.8414491974,4082.0285068699,4720.3807863694,5458.0915667218,5984.1296228117,6316.2859310536,7327.9487677041,7711.0859394913,7247.3981619839,6871.9038847048,6281.3732709472,4088.7725411991,3622.0522842798,4117.3088533301,5220.9573960174,5877.8796076223,7009.6781598367,9062.2905353932,9415.1535827344,11938.2750545308,14166.5576672224,15127.6441505167,16879.4531562665,16806.7732671439
United States,USA,23954.4793548671,24405.1648147489,25492.9516517617,26464.852511744,27776.635528226,28782.1750200918,30068.2309182833,31572.6902298492,32949.1977640346,34620.9288990826,36449.8551155349,37273.6181034176,38166.0378407812,39677.1983481058,41921.8097617892,44307.9205848603,46437.0671173065,48061.5376613353,48401.4273403899,47001.5553496818,48374.0564565966,49781.357490134,51456.6587280353,52980.0436263119,54629.4951678912
Uzbekistan,UZB,651.4192096867,652.8074752874,603.3520152964,596.9835856126,576.4471104534,585.9323641611,600.5981578286,623.0026523676,623.216132836,702.4807440889,558.2211439778,456.7034891685,383.3494997487,396.1299689813,465.119886944,546.7768501856,642.9604146441,830.4076942043,1023.119641107,1181.8473596007,1377.0821404694,1544.8277727352,1719.0361962416,1877.9645118434,2036.6917234305
St. Vincent and the Grenadines,VCT,2235.7687109692,2363.6700542822,2573.6253710957,2648.6192819275,2676.7888252817,2922.7030542316,3067.1339115166,3220.0627566206,3461.91134214,3621.8275928484,3672.6693049853,3982.2608818525,4270.7668978271,4446.5946222909,4808.0388448285,5064.2181571359,5608.2040022908,5973.7922775456,6370.4377403557,6177.4973668465,6231.7132323146,6183.6769237388,6337.7701118354,6591.5664897933,6668.886105015
"Venezuela, RB",VEN,2367.7175239879,2544.4488759055,2811.1464217464,2732.6736124203,2601.8504070852,3375.0891247017,3013.7290808521,3714.6172163277,3875.9048430984,4078.2870018219,4785.1530594156,4928.1730400455,3657.193747686,3233.9561063252,4273.3653715706,5435.8722599485,6740.2367785867,8325.2165825528,11224.6467026883,11534.8406001136,13581.3533771018,10754.5928790654,12771.5950361107,0,0
Virgin Islands (U.S.),VIR,15050.5471369622,15945.4998234851,16752.2771329379,18728.243429633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,98.0318690016,142.9658898828,144.1486586041,189.2605161078,229.9548051031,288.0202778679,337.050062832,361.2544883008,360.6007980225,374.4764200648,433.3337076797,448.8822797783,477.1058762631,530.861849365,606.904378262,699.4997789764,796.6715737745,919.2092655681,1164.6125246171,1232.3696711883,1333.5835263548,1542.6704361015,1754.5479738641,1907.5643847169,2052.3190838009
Vanuatu,VUT,1080.2302779369,1252.6279234731,1263.4633991756,1176.8704519041,1335.2516673912,1390.3214226937,1427.0941733445,1462.1964172264,1472.9901769446,1477.8336729602,1469.8888621449,1362.6161284415,1353.9278386398,1580.5106680247,1787.9382648014,1886.388309665,2047.0882852007,2393.3346212201,2698.0212401243,2643.4757853431,2965.7522301167,3275.0239820367,3158.4209735273,3167.0553033047,3147.9637788925
West Bank and Gaza,PSE,0,0,0,0,1201.1425863764,1325.9901705868,1316.7650270048,1389.2857788355,1465.0075040296,1499.600843298,1477.1493753243,1336.9186941974,1156.7543636687,1254.9343974154,1336.9688632071,1455.9336763962,1442.8204102708,1576.2920997837,1855.4570204588,1963.2015186572,2338.719876823,2664.9513846395,2782.9050264302,2991.5380498341,2965.9036745951
World,WLD,4267.1521530295,4445.9291546527,4647.8361078053,4654.8032041716,4923.2050114647,5368.0391607901,5406.3199762102,5315.6317425627,5222.719684885,5343.9897170402,5443.2053830085,5342.733433003,5479.7698187427,6077.9644842805,6762.7712409342,7230.8392345004,7738.3117945808,8617.6084677443,9332.3832689238,8738.4182094683,9473.0888555925,10369.8674733486,10470.3415127663,10638.9882644136,10738.831492412
Samoa,WSM,772.2117759979,765.4958794093,799.0858219132,796.1610061616,1309.9315494702,1321.5113681514,1459.1009286705,1657.9007723778,1557.8857734203,1489.6221559872,1540.653729526,1555.4651908599,1631.3246434326,1907.048404568,2350.862872129,2587.5240001587,2793.5431199908,3130.3525975232,3375.8216396604,3173.5422403592,3530.5739943532,4063.5639955261,4257.0609348881,4179.5976810365,4172.2171003766
"Yemen, Rep.",YEM,472.134868911,471.7410828503,488.0066833519,384.874189826,284.7898668266,278.9694561077,365.3790812614,418.2947354154,375.831503386,441.5692833565,541.5129914852,538.2873197975,567.8219633116,607.9158042676,696.0549606969,817.0824166535,904.6056000553,1181.2151760728,1361.7172085227,1239.8371188665,1310.0538392954,1282.3988318722,1289.0340776367,1408.1461926049,0
South Africa,ZAF,3182.23967026,3345.8276262003,3557.1286845511,3584.0993416059,3650.4861142977,3973.9323828142,3690.1784790516,3728.3339918608,3288.2037652564,3183.149769062,3099.131613696,2705.7802044796,2535.4900421057,3799.4395539688,4892.0390548474,5444.1000989383,5660.116973802,6153.6551666813,5811.6189443611,5912.1431794178,7389.9602636165,8080.8652433904,7592.1579969927,6889.7869987156,6483.8545747284
"Congo, Dem. Rep.",COD,267.4213089511,265.0962975401,217.7477195543,272.3202897407,143.1361591331,133.8679370816,132.9193074235,136.6985469929,136.1663962667,100.693243188,397.2648709903,150.4213804906,171.2340121421,169.9085912886,189.588713462,213.310458976,246.8028136266,273.4864797041,310.7310243982,286.0481803455,311.2478959891,350.2706542499,390.7066035045,413.697057737,442.3395393673
Zambia,ZMB,403.8222343813,404.1057754624,370.9836318639,372.2100464571,405.4729309101,411.417951432,378.5613533753,440.7410532042,352.5550920197,330.2172479583,340.1613797099,376.9810576031,376.4680395392,429.0072778945,530.5535840727,691.8094585867,1030.3153597256,1103.4865771188,1365.7212052255,1134.7729978295,1456.1265261803,1654.5252889909,1686.6180240526,1759.192902286,1721.6232741122
Zimbabwe,ZWE,837.7690557095,802.8851431882,612.672013265,583.112539657,600.4000067266,608.6782435812,720.1034311124,707.2696544188,523.6037695079,554.2268118386,535.1974215001,537.7174827523,499.7164149575,448.3731926995,451.171588554,443.2401359845,414.6801151315,397.9568722581,327.1990836623,594.4959684781,674.2686955697,768.5564093024,850.8276939952,905.5003217862,931.1981869586
